addr1,addr2,areacode,benikia,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,goodstay,hanok,mapx,mapy,mlevel,modifiedtime,tel,title,booktour,sigungucode
경상남도 통영시 새터길 74-9,(서호동),36,,B02,B0201,B02011100,2622938,32,20191005002633,,,,,,128.4209085599,34.8413770016,,20230610085158,010-9997-1399,도르가관광호스텔,,17
경상북도 경주시 서악4길 58,(서악동),35,,B02,B0201,B02011600,2613254,32,20190726234448,,,,,,129.1847315323,35.8274885572,,20200325231508,010-3570-1950,도봉서당,,2
서울특별시 성동구 고산자로12길 6 (행당동),,,,B02,B0201,B02010700,3101929,32,20240217094045,,,,,,127.0349910598,37.5599782451,6,20240401110941,010-3365-7575,도심속캠핑장,,
경상남도 거제시 일운면 거제대로 2244,,36,,B02,B0201,B02010500,2578536,32,20181215024354,,,,,,128.7038485036,34.8160376908,6,20231019170816,010-2837-5877,도야거제가족호텔,,1
전북특별자치도 전주시 완산구 팔달로 58-3,(서서학동),37,,B02,B0201,B02011600,2574225,32,20240118174300,http://tong.visitkorea.or.kr/cms/resource/22/2573622_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/22/2573622_image2_1.PNG,Type3,,,127.1500923233,35.8078483941,,20240118174312,010-5936-9941,도원,,12
강원특별자치도 정선군 북평면 어도원길 165,,32,,B02,B0201,B02010700,625851,32,20080918233922,http://tong.visitkorea.or.kr/cms/resource/84/601584_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/601584_image3_1.jpg,Type3,,,128.6255423231,37.4393467460,6,20230702184243,033-563-0548,도원펜션,,11
인천광역시 옹진군 영흥면 영흥로757번길 147,,2,,B02,B0201,B02010700,696845,32,20090220183459,http://tong.visitkorea.or.kr/cms/resource/92/697492_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/697492_image3_1.jpg,Type3,,,126.4486470408,37.2680712064,6,20231222153007,032-886-0052,도자기펜션,,9
경상북도 예천군 강변로 417 도정서원,,35,,B02,B0201,B02011600,2637776,32,20191120201355,http://tong.visitkorea.or.kr/cms/resource/58/3037058_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/3037058_image3_1.jpg,Type1,,,128.5058485043,36.6503212085,6,20231130104642,010-3451-9900,도정서원[한국관광 품질인증/Korea Quality],,16
제주특별자치도 서귀포시 돈내코로 180,(상효동),39,,B02,B0201,B02011100,2621853,32,20190930223222,,,,,,126.5785144865,33.3029335392,,20200813185826,010-7277-1439,돈내코힐 리조트,,3
강원특별자치도 평창군 평창읍 고길천로 200-12,(이곡리),32,,B02,B0201,B02010700,2759968,32,20211020231423,http://tong.visitkorea.or.kr/cms/resource/43/2800343_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/2800343_image2_1.JPG,Type3,,,128.4447854699,37.3761089277,6,20231102104130,,돈막골펜션,,15
충청남도 서산시 해미면 한티2길 36-4,,34,,B02,B0201,B02010700,2017735,32,20150717002444,,,,,,126.5852645192,36.6749282565,6,20231010155727,010-9552-1950,돌꽃펜션,,7
강원특별자치도 평창군 봉평면 팔석정길 49,쉴바위길 71,32,,B02,B0201,B02010700,2801405,32,20211217195932,http://tong.visitkorea.or.kr/cms/resource/78/2801378_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2801378_image2_1.jpg,Type3,,,128.3723852403,37.6016731609,6,20230702180935,,돌배나무세그루,,15
경상북도 포항시 북구 해안로 57,(항구동),35,,B02,B0201,B02010900,609076,32,20080813190437,http://tong.visitkorea.or.kr/cms/resource/92/616292_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/616292_image3_1.jpg,Type3,,,129.3769442922,36.0538166295,6,20231226163905,054-252-2345,돌핀스모텔,,23
강원특별자치도 영월군 영월읍 동강로 225,,32,,B02,B0201,B02010700,138384,32,20051230090000,http://tong.visitkorea.or.kr/cms/resource/85/1948485_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/1948485_image3_1.jpg,Type3,,,128.5073211811,37.2005581189,6,20240618113846,033-374-7151,동강빌리지,,8
강원특별자치도 영월군 영월읍 사지막길 160,,32,,A02,A0202,A02020200,1991092,32,20150310013656,http://tong.visitkorea.or.kr/cms/resource/76/2750976_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2750976_image2_1.jpg,Type3,,,128.5187307595,37.2177619104,6,20240522153424,033-905-2000,동강시스타 리조트,,8
경상남도 거제시 장평3로6길 10-1,(장평동),36,,B02,B0201,B02010900,2578549,32,20181215024458,,,,,,128.6102101845,34.8920497310,6,20230912131123,055-636-8208,동경모텔,,1
경상남도 통영시 광도면 죽림5로 43,,36,,B02,B0201,B02010100,1917811,32,20140507184244,,,,,,128.4206990848,34.8854859532,6,20230823173631,055-641-1020,동경호텔,,17
경기도 용인시 처인구 원삼면 두창호수로 245,,31,,B02,B0201,B02010700,2569755,32,20181126234247,http://tong.visitkorea.or.kr/cms/resource/56/2566156_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2566156_image2_1.jpg,Type3,,,127.3403500267,37.1469538171,,20190903183619,010-5351-8685,동구박펜션(동구박 관광펜션),,23
전북특별자치도 군산시 동국사길 7,(월명동),37,,B02,B0201,B02011100,2569537,32,20240118174300,,,,,,126.7082716127,35.9835707608,,20240118174312,010-5546-0955,동국(게스트하우스 동국),,2
강원특별자치도 인제군 북면 만해로 91,만해수련원,32,,B02,B0201,B02010500,3044530,32,20231120162243,http://tong.visitkorea.or.kr/cms/resource/93/3054993_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3054993_image3_1.jpg,Type1,,,128.3161336509,38.1859431442,6,20240619170441,033-462-2303,동국대학교 만해마을,,10
경상북도 경주시 진현로2길 21,,35,,B02,B0201,B02010600,397639,32,20080124002321,http://tong.visitkorea.or.kr/cms/resource/28/1885928_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/1885928_image3_1.jpg,Type3,,,129.3242288820,35.7841766353,6,20240229172914,054-748-7400<br />054-748-6223~4,동궁 유스호스텔,,2
경상북도 안동시 북문옥정길 67-7,(옥정동),35,,B02,B0201,B02011100,2570440,32,20181128013855,http://tong.visitkorea.or.kr/cms/resource/51/2568251_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2568251_image2_1.jpg,Type3,,,128.7346194314,36.5680099083,6,20221227142917,010-3099-2074,동근재(同根齋),,11
경상남도 양산시 원동면 원동로 682,,36,,B02,B0201,B02010700,3114823,32,20240424140145,,,,,,128.9706054170,35.3452055282,6,20240507135416,0507-1342-3505,동글동글키즈풀빌라,,10
전북특별자치도 전주시 완산구 은행로 33-6,(풍남동3가),37,,B02,B0201,B02010100,2595021,32,20190404225921,http://tong.visitkorea.or.kr/cms/resource/16/2595016_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2595016_image2_1.jpg,Type3,,,127.1526585258,35.8168613026,,20240118110434,010-4951-9300,동락원[한국관광 품질인증/Korea Quality],,12
경상북도 안동시 태화길 136-2,,35,,B02,B0201,B02011600,2950935,32,20230220115336,http://tong.visitkorea.or.kr/cms/resource/37/2948837_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2948837_image3_1.jpg,Type1,,,128.7107884590,36.5595298712,6,20240424113534,0507-1431-0600,동림하녹[한국관광 품질인증/Korea Quality],,11
경상남도 통영시 욕지면 동두길 15,,36,,B02,B0201,B02010700,2576223,32,20181211021711,,,,,,128.3744039718,34.6401819794,6,20221226113006,055-641-3223,동머리펜션,,17
경기도 화성시 서신면 해안길 230-1,,31,,B02,B0201,B02010700,2626608,32,20191017222041,,,,,,126.6185122607,37.1618559294,,20200803225851,,동미산펜션,,31
제주특별자치도 제주시 구좌읍 월정1길 89,,39,,B02,B0201,B02010700,2358196,32,20160104191726,http://tong.visitkorea.or.kr/cms/resource/88/2358188_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/88/2358188_image2_1.JPG,Type3,,,126.7927872971,33.5584753917,6,20240221160719,010-3697-4191,동박생이,,4
경상남도 진주시 논개길 103,,36,,B02,B0201,B02010100,1365352,32,20110818014631,,,,,,128.0903837349,35.1934399618,6,20231026140236,055-760-1700,동방관광호텔,,13
강원특별자치도 영월군 영월읍 단종로 3-1,,32,,B02,B0201,B02010900,622333,32,20080910225958,http://tong.visitkorea.or.kr/cms/resource/23/597923_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/597923_image3_1.jpg,Type3,,,128.4678807683,37.1838537389,6,20231116101248,033-373-4921,동방모텔,,8
서울특별시 광진구 구의강변로 38,,1,,B02,B0201,B02010100,142719,32,20040427090000,,,,,,127.0919227187,37.5342239288,6,20240529111630,02-455-1100,동서울 관광호텔,,6
충청남도 태안군 안면읍 밧개길 165-5,,34,,A02,A0202,A02020200,2775490,32,20211117235442,http://tong.visitkorea.or.kr/cms/resource/99/2775599_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2775599_image2_1.jpg,Type3,,,126.3324439226,36.5312515711,6,20240514112304,,동아리조트,,14
경상남도 산청군 금서면 동의보감로479번길 57,,36,,B02,B0201,B02011600,2679832,32,20201030200859,http://tong.visitkorea.or.kr/cms/resource/17/2679817_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2679817_image3_1.jpg,Type3,,,127.8307390041,35.4375883964,6,20230127134106,,동의본가,,9
경상북도 영천시 천문로 485 (화룡동),,,,B02,B0201,B02011600,3102167,32,20240217150621,,,,,,128.9233029829,35.9784693542,6,20240329145005,054-330-2751,동의참누리원 영천한의마을한옥체험관,,
전북특별자치도 부안군 변산면 궁항로 66,,37,,B02,B0201,B02010700,1639649,32,20240118174300,,,,,,126.4768352927,35.6041628544,6,20240118174312,063-583-0179,동진캐슬 아모르펜션,,6
강원특별자치도 동해시 월소택지길 63-2,,32,,B02,B0201,B02010700,2913716,32,20221107190613,http://tong.visitkorea.or.kr/cms/resource/93/2920793_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2920793_image3_1.jpg,Type3,,,129.1179250382,37.5584730968,6,20230702110959,,동쪽바다프리미엄하우스(카페앤라씨),,3
경상북도 경주시 양정로98번길 16-8 (황오동),,,,B02,B0201,B02011600,3102081,32,20240217113951,,,,,,129.2244775811,35.8439402283,6,20240619171023,0507-1316-4247,동파랑,,
경상남도 통영시 중앙시장4길 6-31,(동호동),36,,B02,B0201,B02011100,2576288,32,20181211024120,,,,,,128.4263052122,34.8451822282,6,20231226172423,055-646-5300,동피랑게스트하우스,,17
충청남도 공주시 반포면 임금봉길 32-23,,34,,B02,B0201,B02010900,2373162,32,20160316234311,http://tong.visitkorea.or.kr/cms/resource/41/2373141_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2373141_image2_1.jpg,Type3,,,127.2533654689,36.3670919426,6,20240227142945,042-825-1181,동학사 발리모텔,,1
강원특별자치도 동해시 망상길 49,,32,,B02,B0201,B02010700,2913714,32,20221107190540,http://tong.visitkorea.or.kr/cms/resource/83/2920783_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2920783_image3_1.jpg,Type3,,,129.0887294151,37.5914826072,6,20230702183825,,동해 글로리아펜션,,3
강원특별자치도 동해시 동해대로 6370,(망상동),32,,B02,B0201,B02011600,2711374,32,20210325182143,http://tong.visitkorea.or.kr/cms/resource/65/2741865_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2741865_image3_1.jpg,Type3,,,129.0784856123,37.6004758135,,20240324201830,033-539-3600,동해망상해변한옥촌,,3
강원특별자치도 동해시 천곡1길 74-2,,32,,B02,B0201,B02011600,2595489,32,20190408182143,http://tong.visitkorea.or.kr/cms/resource/79/2766079_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2766079_image3_1.jpg,Type3,,,129.1086184721,37.5282458440,6,20230702184201,010-2974-3007,동해한옥 동안재 [한국관광 품질인증/Korea Quality],,3
강원특별자치도 동해시 동굴로 125-3,,32,,B02,B0201,B02010100,2481151,32,20170215223612,,,,,,129.1177234705,37.5198414353,6,20230821142526,033-539-2000,동해현진관광호텔,,3
서울특별시 종로구 평창문화로 136,(평창동),1,,B02,B0201,B02010100,143005,32,20031222090000,http://tong.visitkorea.or.kr/cms/resource/22/1867622_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1867622_image3_1.jpg,Type3,,,126.9751367762,37.6095047467,6,20230823173119,02-379-0520,동화킴스관광호텔,,23
전라남도 해남군 삼산면 대흥사길 88-56,,38,,B02,B0201,B02010700,2628905,32,20191022204028,,,,,,126.6263131533,34.4957210571,,20231218104049,010-7335-9995,두륜산관광펜션,,23
서울특별시 성북구 회기로 5-8,(종암동),1,,B02,B0201,B02011100,2569926,32,20181127015122,http://tong.visitkorea.or.kr/cms/resource/63/2567963_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/63/2567963_image2_1.JPG,Type3,,,127.0371538525,37.5916412712,,20200427221851,010-4106-1416,두리 게스트 하우스(두리 게스트하우스),,17
광주광역시 서구 상무번영로 47,(치평동),5,,B02,B0201,B02010100,2595647,32,20190408234823,http://tong.visitkorea.or.kr/cms/resource/02/2637802_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2637802_image3_1.jpg,Type3,,,126.8527576350,35.1540812987,,20230413023534,"062-370-0700, 010-5094-1400",두바이호텔 [한국관광 품질인증/Korea Quality],,5
강원특별자치도 평창군 진부면 진부중앙로 127-28,,32,,B02,B0201,B02010700,2800349,32,20211216182636,http://tong.visitkorea.or.kr/cms/resource/42/2800342_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2800342_image2_1.jpg,Type3,,,128.5592143471,37.6434302338,6,20230702182322,,두산민박,,15
강원특별자치도 속초시 엑스포로 139,,32,,B02,B0201,B02010900,2950412,32,20230217161312,http://tong.visitkorea.or.kr/cms/resource/97/2949397_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/97/2949397_image3_1.jpeg,Type1,,,128.5815591871,38.1966081465,6,20230710091757,010-4895-3515,두호텔 [한국관광 품질인증/Korea Quality],,5
서울특별시 관악구 남부순환로247가길 22,(봉천동)2층,1,,B02,B0201,B02011100,2608495,32,20190629011042,,,,,,126.9654608369,37.4774199202,,20200325015604,070-4790-8641,둥글하우스 (Doonggle House),,5
강원특별자치도 평창군 진부면 오대산3길 36,,32,,B02,B0201,B02010700,2800543,32,20211216191156,http://tong.visitkorea.or.kr/cms/resource/96/2800396_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2800396_image2_1.jpg,Type3,,,128.5993224317,37.7152976898,6,20230702180943,,둥지민박,,15
경기도 양평군 서종면 황순원로 325-16,,31,,B02,B0201,B02010700,943142,32,20100203182632,http://tong.visitkorea.or.kr/cms/resource/58/1893458_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1893458_image3_1.jpg,Type3,,,127.3897245573,37.5911088377,6,20231024133153,031-774-9178,둥지펜션,,19
경기도 용인시 처인구 원삼면 후평로 166,,31,,B02,B0201,B02010700,983626,32,20100323221251,http://tong.visitkorea.or.kr/cms/resource/43/1786843_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/1786843_image3_1.jpg,Type3,,,127.3241683915,37.1386072672,6,20240517104344,031-333-8886,둥지황토펜션,,23
경기도 파주시 탄현면 성동로 1,,31,,B02,B0201,B02010900,1873826,32,20131219190205,http://tong.visitkorea.or.kr/cms/resource/53/1873553_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/53/1873553_image2_1.JPG,Type3,,,126.6856222889,37.7802491315,6,20231017163626,031-945-3086,듀오텔,,27
강원특별자치도 평창군 대관령면 올림픽로 715,,32,,B02,B0201,B02010100,142814,32,20031219090000,http://tong.visitkorea.or.kr/cms/resource/58/2763758_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2763758_image2_1.jpg,Type3,,,128.7055231540,37.6509516248,6,20240613131224,033-330-7111,드래곤밸리 호텔,,15
경상남도 통영시 남해안대로 205-39,,36,,B02,B0201,B02010700,2987248,32,20230503174706,http://tong.visitkorea.or.kr/cms/resource/16/2987216_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2987216_image3_1.jpg,Type3,,,128.4551321768,34.8861892680,6,20230508094619,,드레피인풀빌라,,17
전라남도 여수시 둔덕3길 14,,38,,B02,B0201,B02010900,725256,32,20090422014141,http://tong.visitkorea.or.kr/cms/resource/58/726458_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/726458_image3_1.jpg,Type3,,,127.7018982199,34.7682058824,6,20231214174035,061-653-9668,드림모텔,,13
강원특별자치도 철원군 동송읍 창동로 2407,,32,,B02,B0201,B02010900,626425,32,20080919224611,http://tong.visitkorea.or.kr/cms/resource/16/597716_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/597716_image3_1.jpg,Type3,,,127.2865526651,38.1874013615,6,20231116163148,033-455-9199,드림파크모텔,,12
충청남도 태안군 남면 몽산포길 168,,34,,B02,B0201,B02010700,1269533,32,20110503225449,,,,,,126.2793005083,36.6752646324,6,20230912134040,010-4433-1806,드림하우스,,14
강원특별자치도 영월군 영월읍 봉래산로 339-6,,32,,B02,B0201,B02010700,622580,32,20080911013318,http://tong.visitkorea.or.kr/cms/resource/79/597979_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/597979_image3_1.jpg,Type3,,,128.4744238012,37.2117367639,6,20231115162403,033-375-1234,드림힐펜션,,8
서울특별시 강서구 곰달래로24길 35,,1,,B02,B0201,B02010100,1801311,32,20130327225344,,,,,,126.8473923624,37.5290562581,6,20230821151328,02-2602-6393,드어반관광호텔,,4
강원특별자치도 인제군 기린면 방태산길 200,,32,,B02,B0201,B02010700,139171,32,20070129090000,http://tong.visitkorea.or.kr/cms/resource/85/1843085_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/1843085_image3_1.jpg,Type3,,,128.3858573274,37.9324656329,6,20240618140327,010-9698-2335,들꽃나라펜션,,10
전라남도 목포시 노적봉길 6,3F,38,,B02,B0201,B02011100,2592543,32,20190319232620,http://tong.visitkorea.or.kr/cms/resource/52/2686452_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2686452_image3_1.jpg,Type3,,,126.3848412502,34.7901923440,,20230221112855,010-8340-8004,등대게스트하우스 [한국관광 품질인증/Korea Quality],,8
강원특별자치도 속초시 영랑해안4길 7,,32,,B02,B0201,B02010100,2907253,32,20221114132031,http://tong.visitkorea.or.kr/cms/resource/97/2950597_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2950597_image3_1.jpg,Type1,,,128.5963739446,38.2146230046,6,20230702181814,"033-633-5050, 010-9514-9414",등대비치 레지던스 호텔[한국관광 품질인증/Korea Quality],,5
대전광역시 서구 한밭대로570번길 29-20,(월평동),3,,B02,B0201,B02010900,2392995,32,20160714183840,http://tong.visitkorea.or.kr/cms/resource/76/2392976_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/76/2392976_image2_1.JPG,Type3,,,127.3632670174,36.3569839334,6,20240531113216,,디 엠프레스 호텔,,3
서울특별시 종로구 북촌로12길 35-3,(가회동),1,,B02,B0201,B02011600,2607481,32,20190621000951,,,,,,126.9859254324,37.5830274626,,20200331015512,010-9282-2174,디귿집,,23
서울특별시 은평구 서오릉로 100 (대조동),302호,1,,B02,B0201,B02010700,3103189,32,20240220094901,,,,,,126.9209472896,37.6089760580,6,20240516173049,010-7532-1711,디비하우스,,22
제주특별자치도 서귀포시 안덕면 산록남로762번길 71,,39,,B02,B0201,B02010100,3031466,32,20231106102319,http://tong.visitkorea.or.kr/cms/resource/60/3031460_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3031460_image3_1.jpg,Type3,,,126.3926444971,33.3030666935,6,20231106102334,,디아넥스호텔,,3
전라남도 여수시 돌산읍 돌산로 3169-30,,38,,B02,B0201,B02011300,2621426,32,20190926225305,http://tong.visitkorea.or.kr/cms/resource/27/3047527_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/3047527_image3_1.jpg,Type3,,,127.7575505957,34.7018115021,6,20231127133414,010-4574-8409,디아크리조트,,13
전라남도 여수시 소호로 295,,38,,A02,A0202,A02020200,970481,32,20100310195859,http://tong.visitkorea.or.kr/cms/resource/78/1972178_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1972178_image3_1.jpg,Type3,,,127.6439847485,34.7324866601,6,20240612155933,1588-0377,디오션리조트,,13
서울특별시 송파구 오금로11길 21-9,,1,,B02,B0201,B02010100,2504658,32,20170829191550,http://tong.visitkorea.or.kr/cms/resource/76/2505376_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2505376_image2_1.jpg,Type3,,,127.1071912285,37.5181843998,6,20231017151949,02-414-1263,딜라이트 호텔 (HOTEL DELIGHT),,18
전라남도 해남군 송지면 갈산길 50,,38,,B02,B0201,B02010700,2569638,32,20181126203743,http://tong.visitkorea.or.kr/cms/resource/54/2567854_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/54/2567854_image2_1.PNG,Type3,,,126.5179743288,34.3090901871,,20221227132519,010-6622-3127,땅끝방갈로펜션,,23
전라남도 보성군 웅치면 대산길 8,,38,,B02,B0201,B02011300,3310791,32,20240614173109,http://tong.visitkorea.or.kr/cms/resource/74/3310774_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/3310774_image3_1.jpg,Type3,,,127.0160819954,34.7114699949,6,20240614175103,010-5405-6277,또 다른 이야기,,10
강원특별자치도 정선군 남면 덕만길 5-19,,32,,B02,B0201,B02010700,2913798,32,20221107191237,http://tong.visitkorea.or.kr/cms/resource/20/2921020_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2921020_image3_1.jpg,Type3,,,128.7965850491,37.2634202932,6,20230702111918,,또바기콘도펜션,,11
강원도 원주시 판부면 치악로 966,,32,,B02,B0201,B02010700,2700606,32,20201222005144,,,,,,128.0026947233,37.2815087545,,20201222010852,,또아리하우스,,9
전북특별자치도 전주시 완산구 서학로 63-17,(동서학동),37,,B02,B0201,B02011100,2569656,32,20240118174300,http://tong.visitkorea.or.kr/cms/resource/64/2567864_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2567864_image2_1.jpg,Type3,,,127.1563472685,35.8099121569,,20240118174312,010-3041-8677,똘랑(똘랑코티지),,12
충청남도 태안군 고남면 안면대로 4199-57,,34,,B02,B0201,B02010700,1270819,32,20110505002002,,,,,,126.4044040320,36.4273925171,6,20231226110404,010-2905-0652,뜨락펜션,,14
전북특별자치도 전주시 완산구 전주천동로 58-10,(교동),37,,B02,B0201,B02011100,2570244,32,20181127203422,http://tong.visitkorea.or.kr/cms/resource/84/2568084_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2568084_image2_1.jpg,Type3,,,127.1544029510,35.8116730340,,20240118111134,010-3457-0061,뜨레가,,12
전북특별자치도 전주시 완산구 어진길 94-5,(경원동2가),37,,B02,B0201,B02011600,2576343,32,20240118174300,http://tong.visitkorea.or.kr/cms/resource/85/2575985_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2575985_image2_1.jpg,Type3,,,127.1493365920,35.8171362131,,20240118174312,010-3166-9568,뜰안채,,12
전라남도 순천시 순천만길 574-1,(대대동),38,,B02,B0201,B02011100,2697656,32,20201214191544,,,,,,127.5094758220,34.8921414359,,20201214191544,,뜰애펜션,,11
충청북도 충주시 중앙탑면 수룡봉황길 526,,33,,B02,B0201,B02010700,397744,32,20080119025818,,,,,,127.8292696073,37.0567759025,6,20231226155754,043-842-5561,뜰이야기 펜션(구 웰빙펜션),,11
경기도 광명시 일직로12번길 22 라까사웍스,7층,31,,B02,B0201,B02010100,2847311,32,20220831163752,,,,,,126.8819922336,37.4212860577,6,20240221161309,,라까사호텔 광명,,4
전북특별자치도 전주시 완산구 은행로 83-9,,37,,B02,B0201,B02011600,2950198,32,20230220111147,,,,,,127.1534557892,35.8125868028,6,20240326154542,0504-0904-2593,라담[한국관광 품질인증/Korea Quality],,12
전라남도 나주시 나주천1길 87,(금계동),38,,B02,B0201,B02011100,2621281,32,20190926012950,,,,,,126.7157644962,35.0300207816,,20191111235914,010-2682-0916,라떼르,,6
인천광역시 강화군 화도면 해안남로2845번길 27,,2,,B02,B0201,B02010700,1747883,32,20121106003145,http://tong.visitkorea.or.kr/cms/resource/20/2594720_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2594720_image2_1.jpg,Type3,,,126.3910281715,37.6408490705,6,20230413213948,032-555-8868,라르고빌 [한국관광 품질인증/Korea Quality],,1
인천광역시 강화군 해안남로2845번길 27 라르고빌리조트,,2,,B02,B0201,B02010100,2593672,32,20190327225607,http://tong.visitkorea.or.kr/cms/resource/38/2594738_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2594738_image2_1.jpg,Type3,,,126.3909948401,37.6409018417,6,20230413160813,032-555-8868,"라르고빌 웨이브하우스(웨이브하우스, 가든하우스) [한국관광 품질인증/Korea Quality]",,1
전북특별자치도 군산시 대학로 400,,37,,B02,B0201,B02010100,2569565,32,20240118174300,,,,,,126.6901516474,35.9589621493,6,20240118174312,,라마다 군산호텔,,2
경상북도 구미시 인동중앙로3길 41 라마다 구미 호텔,(황상동),35,,B02,B0201,B02010100,2772398,32,20211110231721,http://tong.visitkorea.or.kr/cms/resource/03/2811903_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2811903_image2_1.jpg,Type3,,,128.4183521711,36.1099172890,6,20230601102652,054-479-9080,라마다 바이 윈덤 구미 호텔[한국관광 품질인증/Korea Quality],,4
부산광역시 동구 중앙대로196번길 10 부산역라마다앙코르호텔,,6,,B02,B0201,B02010900,2832276,32,20220804102103,http://tong.visitkorea.or.kr/cms/resource/86/2832286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2832286_image3_1.jpg,Type3,,,129.0403528921,35.1142827065,6,20230726134252,,라마다 앙코르 바이윈덤 부산역 호텔,,5
부산광역시 해운대구 구남로 9,(우동),6,,B02,B0201,B02010900,2502361,32,20170804184711,http://tong.visitkorea.or.kr/cms/resource/51/2502351_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2502351_image2_1.jpg,Type3,,,129.1596439530,35.1633127546,6,20240221143130,051-610-3000,라마다 앙코르 바이윈덤 부산해운대,,16
서울특별시 중구 칠패로 27,,1,,B02,B0201,B02010100,2708334,32,20210309004302,http://tong.visitkorea.or.kr/cms/resource/55/2707755_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2707755_image3_1.jpg,Type3,,,126.9720106869,37.5599882243,,20230227104432,070-7730-9502,라마다 호텔앤스위트 서울남대문[한국관광 품질인증/Korea Quality],,24
강원특별자치도 속초시 대포항희망길 106 속초라마다해양호텔,,32,,B02,B0201,B02010100,2907277,32,20221114132626,http://tong.visitkorea.or.kr/cms/resource/63/2907263_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2907263_image3_1.jpg,Type3,,,128.6101517316,38.1742974102,6,20230702111022,,라마다속초호텔,,5
인천광역시 연수구 능허대로267번길 29,,2,,B02,B0201,B02010100,142801,32,20030319090000,http://tong.visitkorea.or.kr/cms/resource/75/1577575_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1577575_image3_1.jpg,Type3,,,126.6554241786,37.4142550819,6,20230906165605,032-832-2000,라마다송도호텔,,8
